------------------------------------------------------------
 Transmission Peak(TM)
------------------------------------------------------------
Occurrence, Resonance Energy (eV)
                 323,                0.795
                 324,                0.798
                 325,                0.801
                 326,               0.8045
                 327,               0.8075
                 328,               0.8105
                 329,                0.814
                 330,                0.817
                 331,               0.8205
                 332,               0.8235
                 333,                0.827
                 334,                 0.83
                 335,               0.8335
                 336,                0.837
                 337,                 0.84
                 338,               0.8435
                 339,                0.847
                 340,                 0.85
                 341,               0.8535
                 342,                0.857
                 343,               0.8605
                 344,                0.864
                 345,               0.8675
                 346,               0.8705
                 347,                0.874
                 348,               0.8775
                 349,                0.881
                 350,               0.8845
                 351,                0.888
                 352,               0.8915
                 353,                0.895
                 354,               0.8985

