------------------------------------------------------------
 Transmission Peak(TM)
------------------------------------------------------------
Occurrence, Resonance Energy (eV)
                 168,             0.508906
                 169,             0.510547
                 170,             0.512188
                 171,             0.513906
                 172,             0.515625
                 173,             0.517344
                 174,             0.519375
                 175,             0.520938
                 176,             0.522969
                 177,             0.524844
                 178,             0.526875
                 179,              0.52875
                 180,             0.530625
                 181,             0.532812
                 182,             0.534687
                 183,             0.536875
                 184,              0.53875
                 185,              0.54125
                 186,                0.545
                 187,                0.565
                 188,                 0.59
                 189,             0.640625
                 190,             0.643438
                 191,             0.645938
                 192,             0.648438
                 193,             0.650938
                 194,              0.65375
                 195,             0.655938
                 196,             0.658594
                 197,             0.660938
                 198,             0.663438
                 199,             0.665781
                 200,             0.668125
                 201,             0.670469
                 202,             0.672813
                 203,             0.674922
                 204,             0.676953
                 205,             0.678906
                 206,             0.680703
                 207,             0.682305
                 208,             0.683691
                 209,             0.684834
                 210,             0.685684
                 211,             0.686208
                 212,             0.734572
                 213,             0.735132
                 214,             0.736035
                 215,             0.737246
                 216,              0.73875
                 217,             0.740469
                 218,             0.742422
                 219,             0.744531
                 220,             0.746797
                 221,             0.749141
                 222,             0.751562
                 223,             0.754219
                 224,             0.756719
                 225,             0.759531
                 226,             0.762188
                 227,                0.765
                 228,             0.767813
                 229,             0.770625
                 230,              0.77375
                 231,             0.776563
                 232,             0.779688
                 233,               0.7825
                 234,             0.785625
                 235,              0.78875
                 236,             0.791875
                 237,                0.795
                 238,             0.798125
                 239,              0.80125
                 240,             0.804375
                 241,               0.8075
                 242,             0.810625
                 243,              0.81375
                 244,             0.816875
                 245,                 0.82
                 246,              0.82375
                 247,                 0.83
                 248,                 0.84
                 249,                 0.85
                 250,                 0.86
                 251,                 0.87
                 252,                0.885
                 253,                0.895
                 254,                 0.91
                 255,                 0.92
                 256,                0.935
                 257,                0.955
                 258,                0.975
                 259,                 0.99
                 260,                1.005
                 261,              1.00875
                 262,               1.0125
                 263,              1.01625
                 264,                 1.02
                 265,              1.02375
                 266,              1.02687
                 267,              1.03062
                 268,              1.03406
                 269,              1.03734
                 270,              1.04047
                 271,              1.04328
                 272,              1.04555
                 273,              1.04706
                 274,              1.07683
                 275,               1.0784
                 276,               1.0807
                 277,              1.08352
                 278,              1.08672
                 279,              1.09016
                 280,              1.09375
                 281,               1.0975

