------------------------------------------------------------
 Transmission Peak(TM)
------------------------------------------------------------
Occurrence, Resonance Energy (eV)
                 319,               0.7796
                 320,              0.78265
                 321,              0.78565
                 322,              0.78875
                 323,               0.7918
                 324,               0.7949
                 325,              0.79805
                 326,               0.8012
                 327,              0.80435
                 328,              0.80755
                 329,              0.81075
                 330,              0.81395
                 331,              0.81715
                 332,               0.8204
                 333,               0.8237
                 334,              0.82695
                 335,              0.83025
                 336,              0.83355
                 337,              0.83685
                 338,               0.8402
                 339,               0.8435
                 340,               0.8469
                 341,              0.85025
                 342,              0.85365
                 343,                0.857
                 344,               0.8604
                 345,              0.86385
                 346,              0.86725
                 347,               0.8707
                 348,              0.87415
                 349,               0.8776
                 350,               0.8811
                 351,               0.8846
                 352,               0.8881
                 353,               0.8916
                 354,               0.8951
                 355,              0.89865
                 356,               0.9022
                 357,              0.90575
                 358,               0.9093
                 359,              0.91285
                 360,              0.91645
                 361,              0.92005
                 362,              0.92365
                 363,              0.92725
                 364,               0.9309
                 365,               0.9345
                 366,              0.93815
                 367,               0.9418
                 368,              0.94545
                 369,              0.94915
                 370,               0.9528
                 371,               0.9545
                 372,               0.9565
                 373,               0.9602
                 374,               0.9639
                 375,               0.9676
                 376,              0.97135
                 377,              0.97505
                 378,               0.9788
                 379,               0.9825
                 380,              0.98625
                 381,                 0.99
                 382,              0.99375
                 383,               0.9975
                 384,              1.00125
                 385,                1.005
                 386,              1.00875
                 387,              1.01245
                 388,              1.01615
                 389,              1.01985
                 390,               1.0235
                 391,               1.0271
                 392,              1.03065
                 393,               1.0341
                 394,               1.0374
                 395,               1.0405
                 396,              1.04325
                 397,              1.04555
                 398,              1.04705
                 399,              1.07683
                 400,              1.07838
                 401,               1.0807
                 402,              1.08355
                 403,               1.0867
                 404,              1.09015
                 405,               1.0937
                 406,               1.0974

